,Name,Result,Description,id
216,219CaskoLightPaketL,"__Result = ""Ні"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""219"");
if (prog != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = prog.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пакет"");
	if (param != null && param.GetParameterValueCaption().ToString() == ""ПАКЕТ «L»"")
	{
		__Result = ""Так"";
	}
}
",,216
217,757NumberOfInsuranceCases,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Кількість страхових випадків"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,217
218,757ExperienceOfNotarialActivity,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Стаж нотаріальної діяльності"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,218
219,757RegistrationCertificate,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Реєстраційне посвідчення про реєстрацію приватної нотаріальної діяльності"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,219
220,757Certificate,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Свідоцтво про право на зайняття нотаріальною діяльністю"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,220
221,757ResponsibleName1,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант ПІБ"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,221
222,757ResponsiblePost1,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант посада"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,222
223,757Franshise,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.InsuranceObject insuranceObject = program.InsuranceObjects.FirstOrDefault(i => i.GetInsuranceObjectTypeName() == ""Об’єкт страхування"" && i.Object != null && i.Covers != null);
	if (insuranceObject != null)
	{
		Workflow.DTO.Models.Cover cover = insuranceObject.Covers.FirstOrDefault(c => c.GetRiskName() == ""Шкода, заподіяна майну"" && c.Franchises != null);
		if (cover != null)
		{
			Workflow.DTO.Models.Franchise franchise = cover.Franchises.FirstOrDefault(f => f.GetFranchiseTypeName() == ""Франшиза універсальна"");
			if (franchise != null)
			{
				if (franchise.GetFranchiseValueCaption() != null && !string.IsNullOrEmpty(franchise.GetFranchiseValueCaption().ToString()))
				{
					__Result = franchise.GetFranchiseValueCaption().ToString();
				}
			}
		}
	}
}
",,223
224,757Rate,"Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
__Result = ""---"";
if (prog != null)
{
	decimal value = prog.InsuranceRate;
	__Result = value.ToString(""N6"");
}
",,224
225,MTPLInsurerDoc,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs[0];
Workflow.DTO.Models.Face face = __Product.Insurer.Face;
if (face != null && face.PersonTypeID != 2)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Пільга"");
	if (param != null && param.GetParameterValueCaption().ToString() != ""Без пільг"" && __Product.ProductPermissions != null && __Product.ProductPermissions.Count() > 0 && (__Product.ProductPermissions[0].GetAgentPermissionNumber() == ""ЕП Агрегатор 25 ФО"" || __Product.ProductPermissions[0].GetAgentPermissionNumber() == ""ЕП Агрегатор 30 ФО"" || __Product.ProductPermissions[0].GetAgentPermissionNumber() == ""ЕП Агрегатор 30+2 ФО"" || __Product.ProductPermissions[0].GetAgentPermissionNumber() == ""ЕП Агрегатор 30 ФО новий"" || __Product.ProductPermissions[0].GetAgentPermissionNumber() == ""ЕП Агрегатор 30+2 ФО новий"" || __Product.ProductPermissions[0].GetAgentPermissionNumber() == ""ЕП Агрегатор 25 ФО новий"" || __Product.ProductPermissions[0].GetAgentPermissionNumber() == ""ЕП Агрегатор 25+2 ФО новий""))
	{
		__Result = """";
	}
	else
	{
			Workflow.DTO.Models.Document facedocument = __Product.Insurer.FaceDocument;
		if (facedocument != null)
		{
			__Result = facedocument.GetDocumentTypeName();
			if (facedocument.Number != null)
			{
				__Result = __Result + "" номер "" + facedocument.Number;
			}
			if (!string.IsNullOrEmpty(facedocument.IssuedBy))
			{
				__Result = __Result + "" виданий "" + facedocument.IssuedBy;
			}
			if (facedocument.IssuedDate != null)
			{
				__Result = __Result + "" від "" + facedocument.IssuedDate.Value.ToShortDateString() + "" р."";
			}
		}
		else
		{
					List<Workflow.DTO.Models.Document> documents = face.Documents.Where(i => (i.GetDocumentTypeName() == ""Посвідчення водія"" || i.GetDocumentTypeName() == ""Біометричний паспорт (ІД картка)"" || i.GetDocumentTypeName() == ""Паспорт"") && i.IsActive == true).OrderBy(i => i.id);
			string result = """";
			Workflow.DTO.Models.Document document = documents[documents.Count() - 1];
			if (document != null)
			{
				__Result = document.GetDocumentTypeName();
			}
			if (document.Number != null)
			{
				__Result = __Result + "" номер "" + document.Number;
			}
			if (!string.IsNullOrEmpty(document.IssuedBy))
			{
				__Result = __Result + "" виданий "" + document.IssuedBy;
			}
			if (document.IssuedDate != null)
			{
				__Result = __Result + "" від "" + document.IssuedDate.Value.ToShortDateString() + "" р."";
			}
		}
	}
}
",,225
226,757Directorate,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Дирекція"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,226
227,RecordDateMTSBU,"__Result = """";
Workflow.DTO.Models.EntityAttribute attribute = __InsuranceApplication.EntityAttributes.FirstOrDefault(ea => ea.GetAttributeName() == ""Дата та час внесення інформації в ЦБД МТСБУ"");
if (attribute != null)
{
	__Result = attribute.Value.ToString();
}
",,227
228,InsurerRepresentativePosition,"__Result = ""---"";
Workflow.DTO.Models.Program program = __Product.Programs[0];
if (program != null && __Product.Insurer != null && __Product.Insurer.Representative != null)
{
	Workflow.DTO.Models.EntityAttribute attr = __Product.Insurer.Representative.EntityAttributes.FirstOrDefault(ea => ea.GetAttributeCaption() == ""Посада представника"");
	if (attr != null)
	{
		__Result = attr.GetValueCaption().ToString();
	}
}
",,228
229,757DirectorateAddress,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Адреса відокремленого підрозділу"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,229
230,757ResponsibleAttorney,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант довіреність"");
	if (param != null)
	{
		__Result = "", який діє на підставі Довіреності "" + param.GetParameterValueCaption().ToString();
	}
}
",,230
231,757ResponsibleName,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант ПІБ в родовому відмінку"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,231
232,757ResponsiblePost,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""520"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант посада в родовому відмінку"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,232
233,211CaskoMaxiPayment,"__Result = ""---"";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetProgramTypeName() == ""211 КАСКО MAXI"");
if (prog != null)
{
	if (__Product.PaymentPeriods != null && __Product.PaymentPeriods.Count() > 0)
	{
		__Result = __Product.PaymentPeriods.Sum(pp => pp.PlanedPayments.Where(p => p.ProgramGID == prog.gid).Sum(p => p.Value)).ToString(""N2"");
	}
}
",,233
234,211CascoMaxiRate,"Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetProgramTypeName() == ""211 КАСКО MAXI"");
__Result = ""---"";
if (prog != null)
{
	decimal value = prog.InsuranceRate;
	__Result = value.ToString(""N3"");
}
",,234
235,211NoCaskoMaxi,"__Result = """";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetProgramTypeName() == ""211 КАСКО MAXI"");
__Result = __Context.PrintMarkedPoint(prog == null);
",,235
236,211CaskoMaxi,"__Result = """";
Workflow.DTO.Models.Program prog = __Product.Programs.FirstOrDefault(p => p.GetProgramTypeName() == ""211 КАСКО MAXI"");
__Result = __Context.PrintMarkedPoint(prog != null);
",,236
237,716ResponsibleName,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""151"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант ПІБ в родовому відмінку"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,237
238,716ResponsiblePost,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""151"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант посада в родовому відмінку"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,238
239,716ResponsibleAttorney,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""151"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Підписант довіреність"");
	if (param != null)
	{
		__Result = "", який діє на підставі Довіреності "" + param.GetParameterValueCaption().ToString();
	}
}
",,239
240,716DirectorateAddress,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""151"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Адреса відокремленого підрозділу"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,240
241,716Directorate,"__Result = """";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""151"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Дирекція"");
	if (param != null)
	{
		__Result = param.GetParameterValueCaption().ToString();
	}
}
",,241
242,EndDateGen,"__Result = """";
if (__Product.Contract != null)
{
	__Result = __Product.Contract.EndDate.Value.ToShortDateString();
}
",,242
243,756AppCrossProductPolisRegisteredDateEP,"List<Workflow.DTO.Models.Product> crossProducts = __Context.GetCrossProductsByCrossProductTypeName(__Product, ""ЕП ОСЦВВНТЗ для фіз. особи НОВИЙ 20190921"");
if (crossProducts != null && crossProducts.Count() > 0)
{
	__Result = crossProducts.ElementAt(0).RegisteredDate.ToShortDateString();
}
",,243
244,756AppCrossProductPolisRegisteredDate,"List<Workflow.DTO.Models.Product> crossProducts = __Context.GetCrossProductsByCrossProductTypeName(__Product, ""ОСЦВВНТЗ для фіз. особи НОВИЙ 20190921"");
if (crossProducts != null && crossProducts.Count() > 0)
{
	__Result = crossProducts.ElementAt(0).RegisteredDate.ToShortDateString();
}
",,244
245,BeginDateGen,"__Result = """";
if (__Product.Contract != null)
{
	__Result = __Product.Contract.BeginDate.Value.ToShortDateString();
}
",,245
246,747FirstPaymentEndDate,"__Result = ""XXXX"";
Workflow.DTO.Models.Program program = __Product.Programs.FirstOrDefault(p => p.GetInsuranceTypeCode() == ""411"");
if (program != null)
{
	Workflow.DTO.Models.ProgramParameterValue param = program.Parameters.FirstOrDefault(p => p.GetParameterCaption() == ""Графік платежів"");
	if (param != null && param.GetParameterValueCaption().ToString() != ""1 платіж"")
	{
		__Result = __Product.PaymentPeriods[0].DueDate != null ? __Product.PaymentPeriods[0].DueDate.AddSeconds((double)(-1)).ToShortDateString() : ""-----"";
	}
}
",,246
